title,stars
A Knight's Tale,"['Brian Helgeland', '| ', '    Stars:', 'Heath Ledger, ', 'Mark Addy, ', 'Rufus Sewell, ', 'Shannyn Sossamon']"
The Munsters,"['Rob Zombie', '| ', '    Stars:', 'Cassandra Peterson, ', 'Richard Brake, ', 'Julie Adams, ', 'Sheri Moon Zombie']"
Baywatch,"['Seth Gordon', '| ', '    Stars:', 'Dwayne Johnson, ', 'Zac Efron, ', 'Alexandra Daddario, ', 'Priyanka Chopra Jonas']"
Broad Peak,"['Leszek Dawid', '| ', '    Stars:', 'Ireneusz Czop, ', 'Maja Ostaszewska, ', 'Piotr Glowacki, ', 'Lukasz Simlat']"
Grimm,"['David Giuntoli, ', 'Russell Hornsby, ', 'Silas Weir Mitchell, ', 'Sasha Roiz']"
The Sea Beast,"['Chris Williams', '| ', '    Stars:', 'Karl Urban, ', 'Zaris-Angel Hator, ', 'Jared Harris, ', 'Marianne Jean-Baptiste']"
Operation Mincemeat,"['John Madden', '| ', '    Stars:', 'Colin Firth, ', 'Matthew Macfadyen, ', 'Kelly Macdonald, ', 'Rufus Wright']"
Alchemy of Souls,"['Jae-Wook Lee, ', 'Jung So-Min, ', 'Min-Hyun Hwang, ', 'Joon-Sang Yoo']"
Chip 'n Dale: Rescue Rangers,"['Akiva Schaffer', '| ', '    Stars:', 'Andy Samberg, ', 'John Mulaney, ', 'KiKi Layne, ', 'Will Arnett']"
Wedding Season,"['Tom Dey', '| ', '    Stars:', 'Pallavi Sharda, ', 'Suraj Sharma, ', 'Arianna Afsar, ', 'Sean Kleier']"
Black Sails,"['Jessica Parker Kennedy, ', 'Toby Stephens, ', 'Hannah New, ', 'Zach McGowan']"
Knock Knock,"['Eli Roth', '| ', '    Stars:', 'Keanu Reeves, ', 'Lorenza Izzo, ', 'Ana de Armas, ', 'Aaron Burns']"
Elementary,"['Jonny Lee Miller, ', 'Lucy Liu, ', 'Aidan Quinn, ', 'Jon Michael Hill']"
13 Reasons Why,"['Dylan Minnette, ', 'Katherine Langford, ', 'Christian Navarro, ', 'Alisha Boe']"
Maid,"['Margaret Qualley, ', 'Nick Robinson, ', 'Rylea Nevaeh Whittet, ', 'Andie MacDowell']"
The King,"['David Michôd', '| ', '    Stars:', 'Tom Glynn-Carney, ', 'Gábor Czap, ', 'Tom Fisher, ', 'Edward Ashley']"
The Adam Project,"['Shawn Levy', '| ', '    Stars:', 'Ryan Reynolds, ', 'Walker Scobell, ', 'Mark Ruffalo, ', 'Jennifer Garner']"
Top Boy,"['Ashley Walters, ', 'Kano, ', 'Micheal Ward, ', 'Jasmine Jobson']"
Emily in Paris,"['Lily Collins, ', 'Philippine Leroy-Beaulieu, ', 'Ashley Park, ', 'Lucas Bravo']"
Grease,"['Randal Kleiser', '| ', '    Stars:', 'John Travolta, ', 'Olivia Newton-John, ', 'Stockard Channing, ', 'Jeff Conaway']"
Sicario,"['Denis Villeneuve', '| ', '    Stars:', 'Emily Blunt, ', 'Josh Brolin, ', 'Benicio Del Toro, ', 'Jon Bernthal']"
The Devil All the Time,"['Antonio Campos', '| ', '    Stars:', 'Bill Skarsgård, ', 'Tom Holland, ', 'Banks Repeta, ', 'Emilio Subercaseaux Campos']"
Little Women,"['Kim Go-eun, ', 'Nam Ji-Hyun, ', 'Ji-hu Park, ', 'Wi Ha-joon']"
The Fall,"['Gillian Anderson, ', 'Jamie Dornan, ', 'John Lynch, ', 'Aisling Franciosi']"
Elite,"['Itzan Escamilla, ', 'Omar Ayuso, ', 'Miguel Bernardeau, ', 'Arón Piper']"
Legally Blonde,"['Robert Luketic', '| ', '    Stars:', 'Reese Witherspoon, ', 'Luke Wilson, ', 'Selma Blair, ', 'Matthew Davis']"
2001: A Space Odyssey,"['Stanley Kubrick', '| ', '    Stars:', 'Keir Dullea, ', 'Gary Lockwood, ', 'William Sylvester, ', 'Daniel Richter']"
The Little Things,"['John Lee Hancock', '| ', '    Stars:', 'Denzel Washington, ', 'Rami Malek, ', 'Jared Leto, ', 'Chris Bauer']"
The Guilty,"['Antoine Fuqua', '| ', '    Stars:', 'Jake Gyllenhaal, ', 'Riley Keough, ', 'Peter Sarsgaard, ', 'Christina Vidal']"
Naruto,"['Junko Takeuchi, ', 'Maile Flanagan, ', 'Kate Higgins, ', 'Chie Nakamura']"
Broadchurch,"['David Tennant, ', 'Olivia Colman, ', 'Jodie Whittaker, ', 'Andrew Buchan']"
Scorpion,"['Elyes Gabel, ', 'Katharine McPhee, ', 'Eddie Kaye Thomas, ', 'Jadyn Wong']"
Spirited Away,"['Hayao Miyazaki', '| ', '    Stars:', 'Daveigh Chase, ', 'Suzanne Pleshette, ', 'Miyu Irino, ', 'Rumi Hiiragi']"
Adventure Time,"['John DiMaggio, ', 'Jeremy Shada, ', 'Tom Kenny, ', 'Hynden Walch']"
Dead to Me,"['Christina Applegate, ', 'Linda Cardellini, ', 'Luke Roessler, ', 'Sam McCarthy']"
The Nice Guys,"['Shane Black', '| ', '    Stars:', 'Russell Crowe, ', 'Ryan Gosling, ', 'Angourie Rice, ', 'Matt Bomer']"
Designated Survivor,"['Kiefer Sutherland, ', 'Adan Canto, ', 'Italia Ricci, ', 'Kal Penn']"
Dracula,"['Claes Bang, ', 'Dolly Wells, ', 'Morfydd Clark, ', 'John Heffernan']"
Narcos: Mexico,"['Scoot McNairy, ', 'José María Yazpik, ', 'Alejandro Edda, ', 'Alfonso Dosal']"
300,"['Zack Snyder', '| ', '    Stars:', 'Gerard Butler, ', 'Lena Headey, ', 'David Wenham, ', 'Dominic West']"
That's Amor,"['Shaun Paul Piccinino', '| ', '    Stars:', 'Riley Dandy, ', 'Isaac Gonzalez Rossi, ', 'Nancy Lenehan, ', 'Daniel Edward Mora']"
Resident Evil,"['Ella Balinska, ', 'Tamara Smart, ', 'Siena Agudong, ', 'Adeline Rudolph']"
Ginny & Georgia,"['Brianne Howey, ', 'Antonia Gentry, ', 'Diesel La Torraca, ', 'Jennifer Robertson']"
Grace and Frankie,"['Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']"
The Man from Toronto,"['Patrick Hughes', '| ', '    Stars:', 'Kevin Hart, ', 'Woody Harrelson, ', 'Jasmine Mathews, ', 'Kaley Cuoco']"
Snowpiercer,"['Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Iddo Goldberg']"
The Killing,"['Mireille Enos, ', 'Joel Kinnaman, ', 'Billy Campbell, ', 'Liam James']"
The Power of the Dog,"['Jane Campion', '| ', '    Stars:', 'Benedict Cumberbatch, ', 'Kirsten Dunst, ', 'Jesse Plemons, ', 'Kodi Smit-McPhee']"
Baby Driver,"['Edgar Wright', '| ', '    Stars:', 'Ansel Elgort, ', 'Jon Bernthal, ', 'Jon Hamm, ', 'Eiza González']"
The Haunting of Bly Manor,"['Victoria Pedretti, ', 'Oliver Jackson-Cohen, ', 'Amelia Eve, ', ""T'Nia Miller""]"
My Hero Academia,"['Daiki Yamashita, ', 'Justin Briner, ', 'Nobuhiko Okamoto, ', 'Ayane Sakura']"
Arrival,"['Denis Villeneuve', '| ', '    Stars:', 'Amy Adams, ', 'Jeremy Renner, ', 'Forest Whitaker, ', 'Michael Stuhlbarg']"
Dead Poets Society,"['Peter Weir', '| ', '    Stars:', 'Robin Williams, ', 'Robert Sean Leonard, ', 'Ethan Hawke, ', 'Josh Charles']"
The House,"['Paloma Baeza, ', 'Emma De Swaef, ', 'Niki Lindroth von Bahr, ', 'Marc James Roels', '| ', '    Stars:', 'Mia Goth, ', 'Matthew Goode, ', 'Claudie Blakley, ', 'Eleanor De Swaef-Roels']"
Skins,"['Kaya Scodelario, ', 'Nicholas Hoult, ', 'Joe Dempsie, ', 'Hannah Murray']"
Bardo,"['Alejandro G. Iñárritu', '| ', '    Stars:', 'Daniel Giménez Cacho, ', 'Griselda Siciliani, ', 'Ximena Lamadrid, ', 'Íker Sánchez Solano']"
Wendell & Wild,"['Henry Selick', '| ', '    Stars:', 'Lyric Ross, ', 'Keegan-Michael Key, ', 'Jordan Peele, ', 'Angela Bassett']"
The Woman in the House,"['Kristen Bell, ', 'Tom Riley, ', 'Mary Holland, ', 'Cameron Britton']"
Kill Bill: Vol. 1,"['Quentin Tarantino', '| ', '    Stars:', 'Uma Thurman, ', 'David Carradine, ', 'Daryl Hannah, ', 'Michael Madsen']"
Behind Her Eyes,"['Simona Brown, ', 'Eve Hewson, ', 'Tom Bateman, ', 'Robert Aramayo']"
Bleach,"['Johnny Yong Bosch, ', 'Michelle Ruff, ', 'Stephanie Sheh, ', 'Jamieson Price']"
Uncut Gems,"['Benny Safdie, ', 'Josh Safdie', '| ', '    Stars:', 'Adam Sandler, ', 'Julia Fox, ', 'Idina Menzel, ', 'Mesfin Lamengo']"
Annihilation,"['Alex Garland', '| ', '    Stars:', 'Natalie Portman, ', 'Jennifer Jason Leigh, ', 'Tessa Thompson, ', 'Benedict Wong']"
The Mummy,"['Alex Kurtzman', '| ', '    Stars:', 'Tom Cruise, ', 'Sofia Boutella, ', 'Annabelle Wallis, ', 'Russell Crowe']"
Orphan Black,"['Tatiana Maslany, ', 'Dylan Bruce, ', 'Jordan Gavaris, ', 'Kevin Hanchard']"
Altered Carbon,"['Chris Conner, ', 'Renée Elise Goldsberry, ', 'Dichen Lachman, ', 'Will Yun Lee']"
Supergirl,"['Melissa Benoist, ', 'Chyler Leigh, ', 'David Harewood, ', 'Katie McGrath']"
Zero Dark Thirty,"['Kathryn Bigelow', '| ', '    Stars:', 'Jessica Chastain, ', 'Joel Edgerton, ', 'Chris Pratt, ', 'Mark Strong']"
The Irishman,"['Martin Scorsese', '| ', '    Stars:', 'Robert De Niro, ', 'Al Pacino, ', 'Joe Pesci, ', 'Harvey Keitel']"
Jurassic World: Fallen Kingdom,"['J.A. Bayona', '| ', '    Stars:', 'Chris Pratt, ', 'Bryce Dallas Howard, ', 'Rafe Spall, ', 'Justice Smith']"
Big Mouth,"['Nick Kroll, ', 'John Mulaney, ', 'Jessi Klein, ', 'Jason Mantzoukas']"
Chilling Adventures of Sabrina,"['Kiernan Shipka, ', 'Ross Lynch, ', 'Lucy Davis, ', 'Chance Perdomo']"
Death Note,"['Mamoru Miyano, ', 'Brad Swaile, ', 'Vincent Tong, ', 'Ryô Naitô']"
Booksmart,"['Olivia Wilde', '| ', '    Stars:', 'Kaitlyn Dever, ', 'Beanie Feldstein, ', 'Jessica Williams, ', 'Jason Sudeikis']"
Heartbreak High,"['Callan Mulvey, ', 'Lara Cox, ', 'Emma Roche, ', 'Ada Nicodemou']"
Untitled Super Mario Project,"['Aaron Horvath, ', 'Michael Jelenic', '| ', '    Stars:', 'Chris Pratt, ', 'Anya Taylor-Joy, ', 'Charlie Day, ', 'Jack Black']"
The End of the F***ing World,"['Jessica Barden, ', 'Alex Lawther, ', 'Steve Oram, ', 'Christine Bottomley']"
The Revenant,"['Alejandro G. Iñárritu', '| ', '    Stars:', 'Leonardo DiCaprio, ', 'Tom Hardy, ', 'Will Poulter, ', 'Domhnall Gleeson']"
Red Notice,"['Rawson Marshall Thurber', '| ', '    Stars:', 'Dwayne Johnson, ', 'Ryan Reynolds, ', 'Gal Gadot, ', 'Ritu Arya']"
Jessica Jones,"['Krysten Ritter, ', 'Rachael Taylor, ', 'Eka Darville, ', 'Carrie-Anne Moss']"
Frozen,"['Chris Buck, ', 'Jennifer Lee', '| ', '    Stars:', 'Kristen Bell, ', 'Idina Menzel, ', 'Jonathan Groff, ', 'Josh Gad']"
Anne with an E,"['Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']"
Jane the Virgin,"['Gina Rodriguez, ', 'Andrea Navedo, ', 'Yael Grobglas, ', 'Justin Baldoni']"
Incantation,"['Kevin Ko', '| ', '    Stars:', 'Hsuan-yen Tsai, ', 'Ying-Hsuan Kao, ', 'Sean Lin, ', 'Ching-Yu Wen']"
Queen of the South,"['Alice Braga, ', 'Hemky Madera, ', 'Peter Gadiot, ', 'Veronica Falcón']"
Godless,"[""Jack O'Connell, "", 'Michelle Dockery, ', 'Scoot McNairy, ', 'Merritt Wever']"
Fullmetal Alchemist: Brotherhood,"['Kent Williams, ', 'Iemasa Kayumi, ', 'Matthew Leonhart, ', 'Vic Mignogna']"
Ray Donovan,"['Liev Schreiber, ', 'Eddie Marsan, ', 'Dash Mihok, ', 'Pooch Hall']"
Wind River,"['Taylor Sheridan', '| ', '    Stars:', 'Elizabeth Olsen, ', 'Jeremy Renner, ', 'Graham Greene, ', 'Kelsey Asbille']"
Jumanji: The Next Level,"['Jake Kasdan', '| ', '    Stars:', 'Dwayne Johnson, ', 'Jack Black, ', 'Kevin Hart, ', 'Karen Gillan']"
Fakes,"['Emilija Baranac, ', 'Jennifer Tong, ', 'Richard Harmon, ', 'Eric Bempong']"
The IT Crowd,"[""Chris O'Dowd, "", 'Richard Ayoade, ', 'Katherine Parkinson, ', 'Matt Berry']"
DC's Legends of Tomorrow,"['Caity Lotz, ', 'Amy Louise Pemberton, ', 'Dominic Purcell, ', 'Nick Zano']"
Heartstopper,"['Joe Locke, ', 'Kit Connor, ', 'Yasmin Finney, ', 'William Gao']"
Zodiac,"['David Fincher', '| ', '    Stars:', 'Jake Gyllenhaal, ', 'Robert Downey Jr., ', 'Mark Ruffalo, ', 'Anthony Edwards']"
Iron Fist,"['Finn Jones, ', 'Jessica Henwick, ', 'Jessica Stroup, ', 'Tom Pelphrey']"
Merlí. Sapere Aude,"['Carlos Cuevas, ', 'María Pujalte, ', 'Pablo Capuz, ', 'Boris Ruiz']"
The Affair,"['Dominic West, ', 'Ruth Wilson, ', 'Maura Tierney, ', 'Julia Goldani Telles']"
Unbelievable,"['Kaitlyn Dever, ', 'Toni Collette, ', 'Merritt Wever, ', 'Blake Ellis']"
Enola Holmes,"['Harry Bradbeer', '| ', '    Stars:', 'Millie Bobby Brown, ', 'Henry Cavill, ', 'Sam Claflin, ', 'Helena Bonham Carter']"
Pirates of the Caribbean: Dead Men Tell No Tales,"['Joachim Rønning, ', 'Espen Sandberg', '| ', '    Stars:', 'Johnny Depp, ', 'Geoffrey Rush, ', 'Javier Bardem, ', 'Orlando Bloom']"
Bates Motel,"['Vera Farmiga, ', 'Freddie Highmore, ', 'Max Thieriot, ', 'Nicola Peltz Beckham']"
Jujutsu Kaisen,"['Junya Enoki, ', 'Adam McArthur, ', 'Yûichi Nakamura, ', 'Yuma Uchida']"
Star Trek: Enterprise,"['Scott Bakula, ', 'John Billingsley, ', 'Jolene Blalock, ', 'Dominic Keating']"
Run,"['Aneesh Chaganty', '| ', '    Stars:', 'Sarah Paulson, ', 'Kiera Allen, ', 'Sara Sohn, ', 'Pat Healy']"
The Green Knight,"['David Lowery', '| ', '    Stars:', 'Dev Patel, ', 'Alicia Vikander, ', 'Joel Edgerton, ', 'Sarita Choudhury']"
All of Us Are Dead,"['Ji-hu Park, ', 'Chan-Young Yoon, ', 'Yi-Hyun Cho, ', 'Park Solomon']"
Jumanji: Welcome to the Jungle,"['Jake Kasdan', '| ', '    Stars:', 'Dwayne Johnson, ', 'Karen Gillan, ', 'Kevin Hart, ', 'Jack Black']"
"El Rey, Vicente Fernández","['Enoc Leaño, ', 'Marissa Saavedra, ', 'Ruben Zamora, ', 'Camila Rojas']"
Bodyguard,"['Richard Madden, ', 'Sophie Rundle, ', 'Vincent Franklin, ', 'Ash Tandon']"
Luther,"['Idris Elba, ', 'Dermot Crowley, ', 'Michael Smiley, ', 'Warren Brown']"
That '90s Show,"['Kurtwood Smith, ', 'Debra Jo Rupp, ', 'Callie Haverda, ', 'Mace Coronel']"
Fauda,"['Lior Raz, ', 'Itzik Cohen, ', 'Neta Garty, ', ""Rona-Lee Shim'on""]"
Hubie Halloween,"['Steven Brill', '| ', '    Stars:', 'Adam Sandler, ', 'Kevin James, ', 'Julie Bowen, ', 'Ray Liotta']"
The Watcher,"['Luke David Blumm, ', 'Terry Kinney, ', 'Michael Nouri, ', 'Emily Juliette Murphy']"
Borgen,"['Sidse Babett Knudsen, ', 'Birgitte Hjort Sørensen, ', 'Søren Malling, ', 'Lisbeth Wulff']"
Marcella,"['Anna Friel, ', 'Ray Panthaki, ', 'Jack Doolan, ', 'Jamie Bamber']"
Reign,"['Adelaide Kane, ', 'Megan Follows, ', 'Celina Sinden, ', 'Torrance Coombs']"
Love Between Fairy and Devil,"['Dylan Wang, ', 'Esther Yu, ', 'Haiqiao Xu, ', 'Xiaoting Guo']"
Amar,"['Esteban Crespo', '| ', '    Stars:', 'María Pedraza, ', 'Pol Monen, ', 'Natalia Tena, ', 'Greta Fernández']"
Freaks and Geeks,"['Linda Cardellini, ', 'John Francis Daley, ', 'James Franco, ', 'Samm Levine']"
High Heat,"['Yomary Cruz, ', 'Tania Possick, ', 'David DeSantos, ', 'Eduardo Capetillo']"
Workin' Moms,"['Catherine Reitman, ', 'Dani Kind, ', 'Philip Sternberg, ', 'Ryan Belleville']"
Poldark,"['Aidan Turner, ', 'Eleanor Tomlinson, ', 'Jack Farthing, ', 'Beatie Edney']"
Penny Dreadful,"['Josh Hartnett, ', 'Timothy Dalton, ', 'Eva Green, ', 'Reeve Carney']"
Medici,"['Daniel Sharman, ', 'Alessandra Mastronardi, ', 'Synnove Karlsen, ', 'Sebastian De Souza']"
Your Name.,"['Makoto Shinkai', '| ', '    Stars:', 'Ryûnosuke Kamiki, ', 'Mone Kamishiraishi, ', 'Ryô Narita, ', 'Aoi Yûki']"
Venom,"['Ruben Fleischer', '| ', '    Stars:', 'Tom Hardy, ', 'Michelle Williams, ', 'Riz Ahmed, ', 'Scott Haze']"
Californication,"['David Duchovny, ', 'Natascha McElhone, ', 'Evan Handler, ', 'Pamela Adlon']"
The Platform,"['Galder Gaztelu-Urrutia', '| ', '    Stars:', 'Ivan Massagué, ', 'Zorion Eguileor, ', 'Antonia San Juan, ', 'Emilio Buale']"
Interceptor,"['Matthew Reilly', '| ', '    Stars:', 'Elsa Pataky, ', 'Luke Bracey, ', 'Aaron Glenane, ', 'Mayen Mehta']"
Shadowhunters,"['Katherine McNamara, ', 'Dominic Sherwood, ', 'Alberto Rosende, ', 'Matthew Daddario']"
Tropic Thunder,"['Ben Stiller', '| ', '    Stars:', 'Ben Stiller, ', 'Jack Black, ', 'Robert Downey Jr., ', 'Jeff Kahn']"
Howl's Moving Castle,"['Hayao Miyazaki', '| ', '    Stars:', 'Chieko Baishô, ', 'Takuya Kimura, ', 'Tatsuya Gashûin, ', 'Akihiro Miwa']"
Beverly Hills Cop: Axel Foley,"['Mark Molloy', '| ', '    Stars:', 'Joseph Gordon-Levitt, ', 'Eddie Murphy, ', 'Judge Reinhold, ', 'Paul Reiser']"
iZombie,"['Rose McIver, ', 'Malcolm Goodwin, ', 'Rahul Kohli, ', 'Robert Buckley']"
SPY×FAMILY,"['Takuya Eguchi, ', 'Atsumi Tanezaki, ', 'Saori Hayami, ', 'Alex Organ']"
Fighting with My Family,"['Stephen Merchant', '| ', '    Stars:', 'Dwayne Johnson, ', 'Lena Headey, ', 'Vince Vaughn, ', 'Florence Pugh']"
Captain America: Civil War,"['Anthony Russo, ', 'Joe Russo', '| ', '    Stars:', 'Chris Evans, ', 'Robert Downey Jr., ', 'Scarlett Johansson, ', 'Sebastian Stan']"
The Ranch,"['Ashton Kutcher, ', 'Sam Elliott, ', 'Grady Lee Richmond, ', 'Elisha Cuthbert']"
Will & Grace,"['Eric McCormack, ', 'Debra Messing, ', 'Megan Mullally, ', 'Sean Hayes']"
I'm Thinking of Ending Things,"['Charlie Kaufman', '| ', '    Stars:', 'Jesse Plemons, ', 'Jessie Buckley, ', 'Toni Collette, ', 'David Thewlis']"
The Wonder,"['Sebastián Lelio', '| ', '    Stars:', 'Florence Pugh, ', 'Niamh Algar, ', 'Ciarán Hinds, ', 'Tom Burke']"
The Midnight Club,"['Samantha Sloyan, ', 'Zach Gilford, ', 'Igby Rigney, ', 'Heather Langenkamp']"
Black Clover,"['Dallas Reid, ', 'Jill Harris, ', 'Cris George, ', 'Christopher Sabat']"
Russian Doll,"['Natasha Lyonne, ', 'Charlie Barnett, ', 'Greta Lee, ', 'Elizabeth Ashley']"
Snowpiercer,"['Bong Joon Ho', '| ', '    Stars:', 'Chris Evans, ', 'Jamie Bell, ', 'Tilda Swinton, ', 'Ed Harris']"
Below Deck Mediterranean,"['Sandy Yawn, ', 'Hannah Ferrier, ', 'Malia White, ', ""Colin Macy-O'Toole""]"
Lost in Space,"['Molly Parker, ', 'Toby Stephens, ', 'Maxwell Jenkins, ', 'Taylor Russell']"
The Forgotten Battle,"['Matthijs van Heijningen Jr.', '| ', '    Stars:', 'Gijs Blom, ', 'Jamie Flatters, ', 'Susan Radder, ', 'Jan Bijvoet']"
HollyBlood,"['Jesús Font', '| ', '    Stars:', 'Óscar Casas, ', 'Isa Montalbán, ', 'Jordi Sánchez, ', 'Carlos Suárez']"
A Cinderella Story,"['Mark Rosman', '| ', '    Stars:', 'Hilary Duff, ', 'Chad Michael Murray, ', 'Jennifer Coolidge, ', 'Dan Byrd']"
6 Underground,"['Michael Bay', '| ', '    Stars:', 'Ryan Reynolds, ', 'Mélanie Laurent, ', 'Manuel Garcia-Rulfo, ', 'Ben Hardy']"
Happy Valley,"['Sarah Lancashire, ', 'Siobhan Finneran, ', 'Charlie Murphy, ', 'James Norton']"
The Stranger,"['Richard Armitage, ', 'Shaun Dooley, ', 'Siobhan Finneran, ', 'Jacob Dudman']"
Public Enemies,"['Michael Mann', '| ', '    Stars:', 'Christian Bale, ', 'Johnny Depp, ', 'Christian Stolte, ', 'Jason Clarke']"
Sausage Party,"['Greg Tiernan, ', 'Conrad Vernon', '| ', '    Stars:', 'Seth Rogen, ', 'Kristen Wiig, ', 'Jonah Hill, ', 'Alistair Abell']"
Revenge,"['Madeleine Stowe, ', 'Emily VanCamp, ', 'Gabriel Mann, ', 'Nick Wechsler']"
The Invitation,"['Karyn Kusama', '| ', '    Stars:', 'Logan Marshall-Green, ', 'Emayatzy Corinealdi, ', 'Michiel Huisman, ', 'Tammy Blanchard']"
Paddington 2,"['Paul King', '| ', '    Stars:', 'Ben Whishaw, ', 'Hugh Grant, ', 'Hugh Bonneville, ', 'Sally Hawkins']"
Shameless,"['David Threlfall, ', 'Rebecca Atkinson, ', 'Alice Barry, ', 'Nicky Evans']"
The Girl in the Mirror,"['Mireia Oriol, ', 'Álex Villazán, ', 'Pol Monen, ', 'Claudia Roset']"
Terrifier,"['Damien Leone', '| ', '    Stars:', 'Jenna Kanell, ', 'Samantha Scaffidi, ', 'David Howard Thornton, ', 'Catherine Corcoran']"
The Blues Brothers,"['John Landis', '| ', '    Stars:', 'John Belushi, ', 'Dan Aykroyd, ', 'Cab Calloway, ', 'John Candy']"
Merlí,"['Francesc Orella, ', 'Pere Ponce, ', 'Carlos Cuevas, ', 'Marta Marco']"
Polar,"['Jonas Åkerlund', '| ', '    Stars:', 'Mads Mikkelsen, ', 'Vanessa Hudgens, ', 'Katheryn Winnick, ', 'Fei Ren']"
The Unforgivable,"['Nora Fingscheidt', '| ', '    Stars:', 'Sandra Bullock, ', 'Viola Davis, ', ""Vincent D'Onofrio, "", 'Jon Bernthal']"
Red Rose,"['Amelia Clarkson, ', 'Natalie Blair, ', 'Ellis Howard, ', 'Ali Khan']"
King Arthur: Legend of the Sword,"['Guy Ritchie', '| ', '    Stars:', 'Charlie Hunnam, ', 'Astrid Bergès-Frisbey, ', 'Jude Law, ', 'Djimon Hounsou']"
The Impossible,"['J.A. Bayona', '| ', '    Stars:', 'Naomi Watts, ', 'Ewan McGregor, ', 'Tom Holland, ', 'Oaklee Pendergast']"
Vinland Saga,"['Zach Aguilar, ', 'William Christopher Stephens, ', 'Keith Silverstein, ', 'Kira Buckland']"
Spider-Man: Far from Home,"['Jon Watts', '| ', '    Stars:', 'Tom Holland, ', 'Samuel L. Jackson, ', 'Jake Gyllenhaal, ', 'Marisa Tomei']"
The Ballad of Buster Scruggs,"['Ethan Coen, ', 'Joel Coen', '| ', '    Stars:', 'Tim Blake Nelson, ', 'Willie Watson, ', 'Clancy Brown, ', 'Danny McCarthy']"
Madam Secretary,"['Téa Leoni, ', 'Tim Daly, ', 'Erich Bergen, ', 'Zeljko Ivanek']"
Willy Wonka & the Chocolate Factory,"['Mel Stuart', '| ', '    Stars:', 'Gene Wilder, ', 'Jack Albertson, ', 'Peter Ostrum, ', 'Roy Kinnear']"
Full House,"['Bob Saget, ', 'John Stamos, ', 'Dave Coulier, ', 'Candace Cameron Bure']"
Sweet Magnolias,"['Carson Rowland, ', 'JoAnna Garcia Swisher, ', 'Brooke Elliott, ', 'Heather Headley']"
True Story,"['Kevin Hart, ', 'Wesley Snipes, ', 'William Catlett, ', 'Paul Adelstein']"
La jefa,"['Fran Torres', '| ', '    Stars:', 'Aitana Sánchez-Gijón, ', 'Cumelen Sanz, ', 'Younes Bachir, ', 'Pedro Casablanc']"
The Vault,"['Jaume Balagueró', '| ', '    Stars:', 'Freddie Highmore, ', 'Astrid Bergès-Frisbey, ', 'Sam Riley, ', 'Liam Cunningham']"
Pieces of a Woman,"['Kornél Mundruczó', '| ', '    Stars:', 'Vanessa Kirby, ', 'Shia LaBeouf, ', 'Ellen Burstyn, ', 'Iliza Shlesinger']"
Nashville,"['Hayden Panettiere, ', 'Clare Bowen, ', 'Charles Esten, ', 'Jonathan Jackson']"
Footloose,"['Herbert Ross', '| ', '    Stars:', 'Kevin Bacon, ', 'Lori Singer, ', 'John Lithgow, ', 'Dianne Wiest']"
Gerald's Game,"['Mike Flanagan', '| ', '    Stars:', 'Carla Gugino, ', 'Bruce Greenwood, ', 'Chiara Aurelia, ', 'Carel Struycken']"
Charlie's Angels,"['Elizabeth Banks', '| ', '    Stars:', 'Kristen Stewart, ', 'Naomi Scott, ', 'Ella Balinska, ', 'Elizabeth Banks']"
The Curse of Bridge Hollow,"['Jeff Wadlow', '| ', '    Stars:', 'Lauren Lapkus, ', 'Priah Ferguson, ', 'Marlon Wayans, ', 'Nia Vardalos']"
Sense8,"['Bae Doona, ', 'Jamie Clayton, ', 'Tina Desai, ', 'Tuppence Middleton']"
Travelers,"['Eric McCormack, ', 'MacKenzie Porter, ', 'Nesta Cooper, ', 'Jared Abrahamson']"
The Lost Daughter,"['Maggie Gyllenhaal', '| ', '    Stars:', 'Olivia Colman, ', 'Jessie Buckley, ', 'Dakota Johnson, ', 'Ed Harris']"
Miraculous: Tales of Ladybug & Cat Noir,"['Cristina Valenzuela, ', 'Bryce Papenbrook, ', 'Keith Silverstein, ', 'Mela Lee']"
Texas Chainsaw Massacre,"['David Blue Garcia', '| ', '    Stars:', 'Sarah Yarkin, ', 'Elsie Fisher, ', 'Mark Burnham, ', 'Jacob Latimore']"
Senior Year,"['Alex Hardcastle', '| ', '    Stars:', 'Rebel Wilson, ', 'Angourie Rice, ', 'Mary Holland, ', 'Molly Brown']"
"Bastard!! Heavy Metal, Dark Fantasy","['Kishô Taniyama, ', 'Tomori Kusunoki, ', 'Kyle McCarley, ', 'Erin Yvette']"
Castlevania,"['Richard Armitage, ', 'James Callis, ', 'Alejandra Reynoso, ', 'Theo James']"
Matilda,"['Matthew Warchus', '| ', '    Stars:', 'Emma Thompson, ', 'Lashana Lynch, ', 'Andrea Riseborough, ', 'Stephen Graham']"
Step Brothers,"['Adam McKay', '| ', '    Stars:', 'Will Ferrell, ', 'John C. Reilly, ', 'Mary Steenburgen, ', 'Richard Jenkins']"
Castle Rock,"['Bill Skarsgård, ', 'André Holland, ', 'Lizzy Caplan, ', 'Melanie Lynskey']"
Rebel Moon,"['Zack Snyder', '| ', '    Stars:', 'Sofia Boutella, ', 'Charlie Hunnam, ', 'Jena Malone, ', 'Ed Skrein']"
